Input image,Inclusive mask,Exclusive mask,LI (overall),LI (SD),LI (min),LI (max),LI_T25 (overall),LI_T25 (SD),wm_LI,wm_lowCI,wm_highCI,Variance Weighting,Clustering,Source path,Lower threshold,Bootstrap sample (percent),Sample size: Minimum,Sample size: Maximum
"BAN19__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.49,0.18,-0.87,-0.22,-0.46,0.055,-0.47,-0.86,-0.28,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"BAN21__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.39,0.22,-0.87,-0.17,-0.31,0.1,-0.43,-0.86,-0.21,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"BAN22__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.39,0.29,0.047,0.9,0.34,0.16,0.49,0.072,0.9,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"BAN23__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.31,0.14,0.1,0.68,0.28,0.037,0.34,0.16,0.63,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,31.25,5,10000
"BAN24__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.24,0.27,-0.8,0.12,-0.21,0.13,-0.35,-0.79,0.039,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF01__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.033,0.22,-0.43,0.25,0.0084,0.12,-0.12,-0.41,0.21,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,35.7143,5,10000
"OXF02__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.26,0.17,-0.78,-0.086,-0.2,0.017,-0.3,-0.78,-0.18,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF03__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.24,0.093,0.11,0.49,0.23,0.044,0.26,0.12,0.47,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"OXF04__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.31,0.27,-0.86,-0.038,-0.2,0.099,-0.41,-0.85,-0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF05__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.25,0.16,0.017,0.59,0.24,0.082,0.3,0.066,0.57,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"OXF06__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.083,0.2,-0.097,0.77,0.023,0.019,0.13,-0.088,0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF07__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.34,0.13,-0.5,-0.064,-0.37,0.068,-0.36,-0.48,-0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,26.3158,5,10000
"OXF08__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.099,0.041,0.037,0.23,0.086,0.0092,0.11,0.057,0.19,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"OXF09__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.3,0.36,-0.92,0.093,-0.22,0.2,-0.45,-0.92,0.053,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF10__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.27,0.18,0.11,0.82,0.19,0.032,0.3,0.13,0.8,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,38.4615,5,10000
"OXF11__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.3,0.35,-0.97,0.047,-0.19,0.19,-0.43,-0.97,0.012,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF12__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.12,0.19,-0.091,0.48,0.069,0.12,0.2,-0.084,0.43,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF14__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.22,0.12,-0.6,0.0078,-0.22,0.032,-0.25,-0.59,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,33.3333,5,10000
"OXF15__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.36,0.18,-0.61,-0.081,-0.38,0.12,-0.42,-0.59,-0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"OXF16__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.29,0.26,-0.013,0.78,0.24,0.15,0.39,0.034,0.75,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"OXF17__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.33,0.27,-0.75,0.033,-0.31,0.17,-0.44,-0.74,-0.058,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"OXF18__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.37,0.17,-0.67,-0.096,-0.36,0.087,-0.39,-0.65,-0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"OXF19__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.22,0.24,-0.68,0.082,-0.21,0.17,-0.31,-0.67,0.049,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"OXF20__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.44,0.14,0.26,0.7,0.41,0.092,0.45,0.27,0.63,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"OXF21__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.31,0.22,-0.8,0.039,-0.32,0.082,-0.39,-0.79,-0.1,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF22__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.099,0.14,-0.29,0.24,-0.14,0.051,-0.05,-0.27,0.18,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"OXF23__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.34,0.21,-0.77,-0.063,-0.31,0.11,-0.41,-0.76,-0.12,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"OXF24__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.12,0.22,-0.67,0.082,-0.031,0.07,-0.21,-0.66,0.05,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"OXF25__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.41,0.28,-0.94,-0.056,-0.36,0.15,-0.5,-0.94,-0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"OXF26__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.43,0.22,0.095,0.88,0.42,0.097,0.49,0.19,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"OXF27__WC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.11,0.054,-0.005,0.24,0.11,0.021,0.12,0.024,0.21,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"BAN01_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.064,0.2,-0.74,0.11,0.0028,0.011,-0.11,-0.74,0.078,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"BAN02_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.18,0.4,-0.2,0.92,0.057,0.21,0.36,-0.2,0.92,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN03_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.9,0.093,-0.99,-0.68,-0.93,0.035,-0.81,-0.98,-0.82,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN04_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.35,0.14,0.1,0.59,0.35,0.068,0.39,0.2,0.56,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,33.3333,5,10000
"BAN05_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.029,0.087,-0.16,0.21,0.024,0.042,0.0078,-0.15,0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"BAN06_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.11,0.16,-0.44,0.13,-0.074,0.096,-0.16,-0.42,0.095,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,27.7778,5,10000
"BAN07_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.51,0.21,0.15,0.8,0.54,0.11,0.57,0.25,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN08_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.36,0.16,-0.75,-0.16,-0.33,0.06,-0.39,-0.74,-0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN09_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.33,0.086,0.18,0.59,0.32,0.022,0.34,0.25,0.54,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"BAN10_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.21,0.15,-0.61,-0.075,-0.14,0.0072,-0.24,-0.61,-0.12,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN11_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.093,0.23,-0.58,0.31,0.18,0.049,-0.0017,-0.58,0.27,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"BAN12_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.12,0.12,-0.26,0.31,0.13,0.046,0.11,-0.24,0.27,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,26.3158,5,10000
"BAN13_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.22,0.15,-0.27,0.46,0.24,0.046,0.17,-0.26,0.37,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN14_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.14,0.16,-0.037,0.44,0.1,0.099,0.2,-0.027,0.39,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"BAN15_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.39,0.079,0.26,0.64,0.39,0.021,0.38,0.32,0.61,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,26.3158,5,10000
"BAN16_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.096,0.22,-0.75,0.13,-0.039,0.086,-0.19,-0.75,0.089,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN17_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.09,0.13,-0.17,0.36,0.083,0.061,0.11,-0.16,0.31,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,38.4615,5,10000
"BAN18_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.43,0.23,-0.79,-0.13,-0.4,0.15,-0.5,-0.79,-0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"BAN19_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.0082,0.31,-0.23,0.78,-0.13,0.068,0.14,-0.22,0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN21_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.34,0.25,-0.88,-0.085,-0.27,0.13,-0.43,-0.88,-0.11,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"BAN22_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.033,0.16,-0.48,0.2,0.084,0.026,-0.025,-0.47,0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"BAN23_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.2,0.09,0.03,0.38,0.21,0.05,0.21,0.051,0.34,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"BAN24_SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.46,0.13,0.21,0.81,0.47,0.038,0.46,0.29,0.8,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF01__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.46,0.19,0.23,0.88,0.41,0.072,0.5,0.27,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"OXF02__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.36,0.18,-0.76,-0.11,-0.33,0.078,-0.41,-0.76,-0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,31.25,5,10000
"OXF03__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.24,0.13,0.077,0.63,0.2,0.036,0.28,0.14,0.61,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"OXF04__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.12,0.28,-0.79,0.11,0.00023,0.1,-0.23,-0.79,0.078,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,26.3158,5,10000
"OXF05__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.0026,0.18,-0.18,0.43,-0.063,0.077,0.085,-0.17,0.39,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF06__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.14,0.21,-0.73,0.049,-0.058,0.042,-0.22,-0.72,0.021,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"OXF07__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.31,0.17,-0.69,-0.037,-0.32,0.087,-0.36,-0.69,-0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"OXF08__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.11,0.074,0.0028,0.24,0.1,0.045,0.13,0.025,0.21,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,31.25,5,10000
"OXF09__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.45,0.15,0.25,0.77,0.41,0.065,0.48,0.29,0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"OXF10__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.29,0.11,0.11,0.5,0.3,0.076,0.32,0.16,0.46,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,26.3158,5,10000
"OXF11__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.42,0.26,0.093,0.94,0.37,0.12,0.51,0.16,0.94,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"OXF12__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.092,0.038,0.021,0.23,0.087,0.013,0.099,0.039,0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"OXF13__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.33,0.19,0.11,0.84,0.26,0.042,0.38,0.16,0.83,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF14__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.47,0.24,-0.82,-0.12,-0.45,0.14,-0.54,-0.81,-0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF15__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.071,0.13,-0.46,0.042,-0.019,0.036,-0.12,-0.45,0.014,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"OXF16__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.29,0.2,0.041,0.78,0.24,0.074,0.35,0.084,0.77,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"OXF17__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.19,0.14,-0.55,-0.064,-0.12,0.05,-0.23,-0.53,-0.095,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"OXF18__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.11,0.037,-0.25,-0.051,-0.099,0.014,-0.11,-0.23,-0.084,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"OXF19__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.21,0.14,-0.25,0.39,0.24,0.04,0.16,-0.25,0.36,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"OXF20__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.59,0.17,0.34,0.95,0.57,0.072,0.61,0.4,0.94,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"OXF21__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.1,0.09,-0.27,0.22,0.12,0.0064,0.073,-0.26,0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"OXF22__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.38,0.22,0.12,0.88,0.32,0.09,0.44,0.17,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF23__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.2,0.25,0.0029,0.86,0.084,0.044,0.29,0.039,0.85,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"OXF24__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.11,0.17,-0.089,0.4,0.074,0.11,0.17,-0.083,0.34,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,27.7778,5,10000
"OXF25__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.16,0.14,0.034,0.67,0.12,0.02,0.19,0.068,0.65,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"OXF26__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.033,0.1,-0.27,0.16,0.065,0.026,-0.00084,-0.26,0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"OXF27__SC_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.3,0.12,0.13,0.7,0.28,0.016,0.32,0.22,0.68,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN01__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.026,0.27,-0.17,0.79,-0.086,0.051,0.13,-0.16,0.77,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN02__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.19,0.37,-0.22,0.9,0.094,0.21,0.34,-0.21,0.89,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN03__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.15,0.17,-0.26,0.36,0.19,0.047,0.072,-0.25,0.33,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,31.25,5,10000
"BAN04__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.088,0.19,-0.36,0.46,0.054,0.067,0.092,-0.35,0.4,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN05__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.3,0.28,-0.027,0.71,0.28,0.22,0.4,-0.01,0.66,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,71.4286,5,10000
"BAN06__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.35,0.3,-0.018,0.86,0.32,0.19,0.44,0.006,0.85,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN07__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.28,0.21,-0.85,-0.083,-0.19,0.064,-0.34,-0.84,-0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,50,5,10000
"BAN08__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.19,0.25,-0.027,0.77,0.09,0.086,0.28,-0.0089,0.74,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,50,5,10000
"BAN09__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.29,0.22,0.01,0.72,0.27,0.13,0.37,0.028,0.69,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,62.5,5,10000
"BAN10__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.18,0.34,-0.22,0.8,0.11,0.2,0.34,-0.21,0.78,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,62.5,5,10000
"BAN11__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.03,0.24,-0.31,0.68,-0.091,0.048,0.024,-0.3,0.64,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,83.3333,5,10000
"BAN12__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.19,0.16,-0.45,0.28,-0.21,0.043,-0.14,-0.44,0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,45.4545,5,10000
"BAN13__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.39,0.3,-0.016,0.91,0.36,0.18,0.5,0.027,0.9,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,62.5,5,10000
"BAN14__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.022,0.12,-0.21,0.31,-0.042,0.03,0.00077,-0.2,0.26,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,55.5556,5,10000
"BAN15__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.48,0.28,0.1,0.91,0.48,0.2,0.55,0.14,0.89,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,55.5556,5,10000
"BAN16__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.014,0.36,-0.83,0.31,0.16,0.11,-0.14,-0.82,0.28,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,100,5,10000
"BAN17__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.33,0.21,-0.0045,0.83,0.31,0.048,0.39,0.11,0.81,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN18__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.3,0.17,-0.74,-0.1,-0.25,0.067,-0.35,-0.73,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,33.3333,5,10000
"BAN19__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.33,0.086,-0.55,-0.14,-0.34,0.028,-0.3,-0.54,-0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,41.6667,5,10000
"BAN21__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.23,0.073,-0.49,-0.099,-0.22,0.012,-0.22,-0.49,-0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN22__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.3,0.27,0.0067,0.81,0.23,0.15,0.4,0.015,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,100,5,10000
"BAN23__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.39,0.12,0.19,0.69,0.36,0.027,0.4,0.3,0.65,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,55.5556,5,10000
"BAN24__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.48,0.24,0.18,0.93,0.43,0.12,0.53,0.26,0.93,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,100,5,10000
"OXF01__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.5,0.13,0.22,0.74,0.52,0.044,0.5,0.34,0.72,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,55.5556,5,10000
"OXF02__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.56,0.25,-0.96,-0.24,-0.52,0.15,-0.6,-0.96,-0.32,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,38.4615,5,10000
"OXF03__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.52,0.27,0.079,0.86,0.58,0.17,0.59,0.13,0.85,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,100,5,10000
"OXF04__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.38,0.21,0.014,0.7,0.42,0.11,0.44,0.079,0.68,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,62.5,5,10000
"OXF05__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.32,0.18,0.083,0.81,0.28,0.026,0.37,0.17,0.8,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,45.4545,5,10000
"OXF06__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.13,0.13,-0.5,0.031,-0.09,0.021,-0.17,-0.5,-0.016,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,50,5,10000
"OXF07__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.17,0.13,-0.42,0.0077,-0.16,0.088,-0.21,-0.4,-0.031,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,35.7143,5,10000
"OXF08__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,-0.11,0.22,-0.69,0.1,-0.034,0.071,-0.19,-0.68,0.078,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,41.6667,5,10000
"OXF09__SD_tstat1.nii,1","LI-mca-mask.img,1",LI-midline_5_ex,0.51,0.19,0.16,0.76,0.54,0.099,0.55,0.26,0.74,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,50,5,10000
